entity_id,state,last_changed
sensor.te_0904_temperature,26.79,2026-01-19T13:56:03.759Z
sensor.te_0904_temperature,26.75,2026-01-19T13:56:04.766Z
sensor.te_0904_temperature,26.8,2026-01-19T13:56:07.990Z
sensor.te_0904_temperature,26.79,2026-01-19T13:56:08.980Z
sensor.te_0904_temperature,26.78,2026-01-19T13:56:13.265Z
sensor.te_0904_temperature,26.86,2026-01-19T13:56:14.548Z
sensor.te_0904_temperature,26.78,2026-01-19T13:56:18.703Z
sensor.te_0904_temperature,26.82,2026-01-19T13:56:25.366Z
sensor.te_0904_temperature,26.79,2026-01-19T13:56:28.653Z
sensor.te_0904_temperature,26.84,2026-01-19T13:56:29.495Z
sensor.te_0904_temperature,26.82,2026-01-19T13:56:30.478Z
sensor.te_0904_temperature,26.83,2026-01-19T13:56:31.518Z
sensor.te_0904_temperature,26.82,2026-01-19T13:56:31.892Z
sensor.te_0904_temperature,26.83,2026-01-19T13:56:32.837Z
sensor.te_0904_temperature,26.82,2026-01-19T13:56:35.174Z
sensor.te_0904_temperature,26.83,2026-01-19T13:56:36.046Z
sensor.te_0904_temperature,26.79,2026-01-19T13:56:39.323Z
sensor.te_0904_temperature,26.78,2026-01-19T13:56:40.725Z
sensor.te_0904_temperature,26.77,2026-01-19T13:56:44.024Z
sensor.te_0904_temperature,26.86,2026-01-19T13:56:45.011Z
sensor.te_0904_temperature,26.77,2026-01-19T13:56:47.288Z
sensor.te_0904_temperature,26.75,2026-01-19T13:56:49.148Z
sensor.te_0904_temperature,26.84,2026-01-19T13:56:50.642Z
sensor.te_0904_temperature,26.8,2026-01-19T13:56:54.844Z
sensor.te_0904_temperature,26.85,2026-01-19T13:56:57.137Z
sensor.te_0904_temperature,26.79,2026-01-19T13:57:03.676Z
sensor.te_0904_temperature,26.81,2026-01-19T13:57:04.683Z
sensor.te_0904_temperature,26.85,2026-01-19T13:57:08.365Z
sensor.te_0904_temperature,26.79,2026-01-19T13:57:11.639Z
sensor.te_0904_temperature,26.82,2026-01-19T13:57:12.649Z
sensor.te_0904_temperature,26.8,2026-01-19T13:57:13.507Z
sensor.te_0904_temperature,26.85,2026-01-19T13:57:14.917Z
sensor.te_0904_temperature,26.79,2026-01-19T13:57:16.777Z
sensor.te_0904_temperature,26.83,2026-01-19T13:57:21.463Z
sensor.te_0904_temperature,26.79,2026-01-19T13:57:24.753Z
sensor.te_0904_temperature,26.78,2026-01-19T13:57:25.776Z
sensor.te_0904_temperature,26.79,2026-01-19T13:57:26.720Z
sensor.te_0904_temperature,26.81,2026-01-19T13:57:31.304Z
sensor.te_0904_temperature,26.82,2026-01-19T13:57:32.312Z
sensor.te_0904_temperature,26.77,2026-01-19T13:57:35.591Z
sensor.te_0904_temperature,26.82,2026-01-19T13:57:41.171Z
sensor.te_0904_temperature,26.81,2026-01-19T13:57:44.448Z
sensor.te_0904_temperature,26.78,2026-01-19T13:57:46.867Z
sensor.te_0904_temperature,26.82,2026-01-19T13:57:48.708Z
sensor.te_0904_temperature,26.77,2026-01-19T13:57:51.000Z
sensor.te_0904_temperature,26.78,2026-01-19T13:57:58.968Z
sensor.te_0904_temperature,26.8,2026-01-19T13:58:04.679Z
sensor.te_0904_temperature,26.83,2026-01-19T13:58:06.516Z
sensor.te_0904_temperature,26.82,2026-01-19T13:58:08.796Z
sensor.te_0904_temperature,26.75,2026-01-19T13:58:14.502Z
sensor.te_0904_temperature,26.83,2026-01-19T13:58:15.378Z
sensor.te_0904_temperature,26.78,2026-01-19T13:58:17.784Z
sensor.te_0904_temperature,26.79,2026-01-19T13:58:19.635Z
sensor.te_0904_temperature,26.83,2026-01-19T13:58:25.205Z
sensor.te_0904_temperature,26.84,2026-01-19T13:58:26.620Z
sensor.te_0904_temperature,26.8,2026-01-19T13:58:27.615Z
sensor.te_0904_temperature,26.83,2026-01-19T13:58:30.402Z
sensor.te_0904_temperature,26.85,2026-01-19T13:58:39.319Z
sensor.te_0904_temperature,26.8,2026-01-19T13:58:40.215Z
sensor.te_0904_temperature,26.77,2026-01-19T13:58:48.193Z
sensor.te_0904_temperature,26.75,2026-01-19T13:58:50.550Z
sensor.te_0904_temperature,26.81,2026-01-19T13:58:51.480Z
sensor.te_0904_temperature,26.82,2026-01-19T13:58:53.442Z
sensor.te_0904_temperature,26.76,2026-01-19T13:58:57.976Z
sensor.te_0904_temperature,26.75,2026-01-19T13:58:59.412Z
sensor.te_0904_temperature,26.83,2026-01-19T13:59:00.392Z
sensor.te_0904_temperature,26.8,2026-01-19T13:59:01.810Z
sensor.te_0904_temperature,25.35,2026-01-19T14:04:09.423Z
sensor.te_0904_temperature,25.17,2026-01-19T14:05:47.365Z
sensor.te_0904_temperature,25.1,2026-01-19T14:07:24.303Z
sensor.te_0904_temperature,unavailable,2026-01-19T14:12:20.196Z
sensor.te_0904_temperature,24.78,2026-01-19T14:17:05.937Z
sensor.te_0904_temperature,24.7,2026-01-19T14:21:56.761Z
sensor.te_0904_temperature,24.64,2026-01-19T14:28:22.522Z
sensor.te_0904_temperature,24.62,2026-01-19T14:34:47.440Z
sensor.te_0904_temperature,24.61,2026-01-19T14:39:36.180Z
sensor.te_0904_temperature,24.54,2026-01-19T14:49:09.951Z
sensor.te_0904_temperature,24.48,2026-01-19T15:01:49.230Z
sensor.te_0904_temperature,24.46,2026-01-19T15:08:08.213Z
sensor.te_0904_temperature,24.49,2026-01-19T15:09:43.351Z
sensor.te_0904_temperature,24.43,2026-01-19T15:19:11.470Z
sensor.te_0904_temperature,24.51,2026-01-19T15:23:55.319Z
sensor.te_0904_temperature,24.47,2026-01-19T15:36:14.560Z
sensor.te_0904_temperature,24.5,2026-01-19T15:41:43.662Z
sensor.te_0904_temperature,24.54,2026-01-19T15:49:00.615Z
sensor.te_0904_temperature,24.48,2026-01-19T15:54:28.335Z
sensor.te_0904_temperature,24.53,2026-01-19T15:59:56.300Z
sensor.te_0904_temperature,24.48,2026-01-19T16:16:19.864Z
sensor.te_0904_temperature,24.53,2026-01-19T16:19:57.448Z
sensor.te_0904_temperature,24.56,2026-01-19T16:21:45.912Z
sensor.te_0904_temperature,unavailable,2026-01-19T16:37:20.450Z
sensor.te_0904_temperature,24.54,2026-01-19T16:38:03.424Z
sensor.te_0904_temperature,24.5,2026-01-19T16:43:29.746Z
sensor.te_0904_temperature,24.54,2026-01-19T16:45:19.012Z
sensor.te_0904_temperature,24.5,2026-01-19T16:47:07.699Z
sensor.te_0904_temperature,24.54,2026-01-19T16:48:56.436Z
sensor.te_0904_temperature,24.5,2026-01-19T16:54:22.663Z
sensor.te_0904_temperature,24.47,2026-01-19T16:59:48.841Z
sensor.te_0904_temperature,24.56,2026-01-19T17:03:26.540Z
sensor.te_0904_temperature,24.53,2026-01-19T17:08:50.802Z
sensor.te_0904_temperature,unavailable,2026-01-19T17:27:20.512Z
sensor.te_0904_temperature,24.44,2026-01-19T17:28:44.696Z
sensor.te_0904_temperature,unavailable,2026-01-19T17:47:20.534Z
sensor.te_0904_temperature,24.4,2026-01-19T18:02:55.723Z
sensor.te_0904_temperature,24.38,2026-01-19T18:04:43.832Z
sensor.te_0904_temperature,24.39,2026-01-19T18:10:09.182Z
sensor.te_0904_temperature,24.45,2026-01-19T18:13:46.121Z
sensor.te_0904_temperature,24.47,2026-01-19T18:15:33.880Z
sensor.te_0904_temperature,24.42,2026-01-19T18:22:46.413Z
sensor.te_0904_temperature,24.47,2026-01-19T18:29:56.387Z
sensor.te_0904_temperature,24.4,2026-01-19T18:31:43.996Z
sensor.te_0904_temperature,24.49,2026-01-19T18:44:18.100Z
sensor.te_0904_temperature,24.45,2026-01-19T18:53:17.831Z
sensor.te_0904_temperature,unavailable,2026-01-19T19:12:20.624Z
sensor.te_0904_temperature,24.41,2026-01-19T19:14:51.547Z
sensor.te_0904_temperature,24.38,2026-01-19T19:29:12.543Z
sensor.te_0904_temperature,24.45,2026-01-19T19:38:09.349Z
sensor.te_0904_temperature,unavailable,2026-01-19T19:57:20.679Z
sensor.te_0904_temperature,24.45,2026-01-19T20:15:44.431Z
sensor.te_0904_temperature,unavailable,2026-01-19T20:32:20.717Z
sensor.te_0904_temperature,24.42,2026-01-19T20:46:07.045Z
sensor.te_0904_temperature,24.46,2026-01-19T21:00:24.421Z
sensor.te_0904_temperature,24.5,2026-01-19T21:03:58.459Z
sensor.te_0904_temperature,24.45,2026-01-19T21:05:45.568Z
sensor.te_0904_temperature,24.46,2026-01-19T21:18:18.610Z
sensor.te_0904_temperature,24.41,2026-01-19T21:36:11.871Z
sensor.te_0904_temperature,24.45,2026-01-19T21:45:09.676Z
sensor.te_0904_temperature,24.41,2026-01-19T21:57:41.086Z
sensor.te_0904_temperature,24.4,2026-01-19T22:03:04.057Z
sensor.te_0904_temperature,24.49,2026-01-19T22:10:14.682Z
sensor.te_0904_temperature,24.44,2026-01-19T22:12:02.117Z
sensor.te_0904_temperature,24.46,2026-01-19T22:21:01.024Z
sensor.te_0904_temperature,24.42,2026-01-19T22:31:45.727Z
sensor.te_0904_temperature,24.37,2026-01-19T22:37:08.173Z
sensor.te_0904_temperature,24.45,2026-01-19T22:38:55.516Z
sensor.te_0904_temperature,24.48,2026-01-19T22:49:39.423Z
sensor.te_0904_temperature,24.42,2026-01-19T23:10:47.145Z
sensor.te_0904_temperature,24.45,2026-01-19T23:28:01.280Z
sensor.te_0904_temperature,24.37,2026-01-19T23:42:56.528Z
sensor.te_0904_temperature,24.33,2026-01-19T23:57:28.088Z
sensor.te_0904_temperature,24.43,2026-01-20T00:00:41.707Z
sensor.te_0904_temperature,24.36,2026-01-20T00:02:14.093Z
sensor.te_0904_temperature,24.35,2026-01-20T00:09:07.921Z
sensor.te_0904_temperature,24.31,2026-01-20T00:13:12.099Z
sensor.te_0904_temperature,24.32,2026-01-20T00:14:33.098Z
sensor.te_0904_temperature,24.38,2026-01-20T00:17:14.309Z
sensor.te_0904_temperature,24.34,2026-01-20T00:23:55.932Z
sensor.te_0904_temperature,24.31,2026-01-20T00:26:34.120Z
sensor.te_0904_temperature,24.25,2026-01-20T00:33:07.004Z
sensor.te_0904_temperature,24.3,2026-01-20T00:46:28.241Z
sensor.te_0904_temperature,24.25,2026-01-20T00:52:03.952Z
sensor.te_0904_temperature,24.24,2026-01-20T01:02:35.612Z
sensor.te_0904_temperature,24.28,2026-01-20T01:18:31.183Z
sensor.te_0904_temperature,24.25,2026-01-20T01:19:37.340Z
sensor.te_0904_temperature,24.44,2026-01-20T01:24:54.764Z
sensor.te_0904_temperature,24.38,2026-01-20T01:24:56.085Z
sensor.te_0904_temperature,24.47,2026-01-20T01:24:56.929Z
sensor.te_0904_temperature,24.41,2026-01-20T01:24:57.932Z
sensor.te_0904_temperature,24.47,2026-01-20T01:24:59.772Z
sensor.te_0904_temperature,24.51,2026-01-20T01:25:02.488Z
sensor.te_0904_temperature,24.56,2026-01-20T01:25:11.679Z
sensor.te_0904_temperature,24.61,2026-01-20T01:25:12.689Z
sensor.te_0904_temperature,24.58,2026-01-20T01:25:13.408Z
sensor.te_0904_temperature,24.59,2026-01-20T01:25:14.421Z
sensor.te_0904_temperature,24.67,2026-01-20T01:25:15.267Z
sensor.te_0904_temperature,24.63,2026-01-20T01:25:17.205Z
sensor.te_0904_temperature,24.62,2026-01-20T01:25:19.435Z
sensor.te_0904_temperature,24.61,2026-01-20T01:25:20.308Z
sensor.te_0904_temperature,24.63,2026-01-20T01:25:21.185Z
sensor.te_0904_temperature,24.7,2026-01-20T01:25:30.420Z
sensor.te_0904_temperature,24.68,2026-01-20T01:25:31.241Z
sensor.te_0904_temperature,24.77,2026-01-20T01:25:34.428Z
sensor.te_0904_temperature,24.84,2026-01-20T01:25:36.339Z
sensor.te_0904_temperature,24.76,2026-01-20T01:25:37.178Z
sensor.te_0904_temperature,24.73,2026-01-20T01:25:38.192Z
sensor.te_0904_temperature,24.81,2026-01-20T01:25:40.445Z
sensor.te_0904_temperature,24.83,2026-01-20T01:25:41.377Z
sensor.te_0904_temperature,24.8,2026-01-20T01:25:43.215Z
sensor.te_0904_temperature,24.84,2026-01-20T01:25:44.059Z
sensor.te_0904_temperature,24.86,2026-01-20T01:25:50.515Z
sensor.te_0904_temperature,24.82,2026-01-20T01:25:51.392Z
sensor.te_0904_temperature,24.86,2026-01-20T01:25:53.140Z
sensor.te_0904_temperature,24.87,2026-01-20T01:25:54.167Z
sensor.te_0904_temperature,24.89,2026-01-20T01:26:02.342Z
sensor.te_0904_temperature,24.98,2026-01-20T01:26:09.644Z
sensor.te_0904_temperature,24.99,2026-01-20T01:26:11.371Z
sensor.te_0904_temperature,25.03,2026-01-20T01:26:14.548Z
sensor.te_0904_temperature,25.08,2026-01-20T01:26:16.889Z
sensor.te_0904_temperature,25.04,2026-01-20T01:26:24.073Z
sensor.te_0904_temperature,25.07,2026-01-20T01:26:25.497Z
sensor.te_0904_temperature,25.11,2026-01-20T01:26:33.792Z
sensor.te_0904_temperature,25.08,2026-01-20T01:26:34.557Z
sensor.te_0904_temperature,25.17,2026-01-20T01:26:35.441Z
sensor.te_0904_temperature,25.16,2026-01-20T01:26:36.859Z
sensor.te_0904_temperature,25.15,2026-01-20T01:26:37.777Z
sensor.te_0904_temperature,25.16,2026-01-20T01:26:44.069Z
sensor.te_0904_temperature,25.2,2026-01-20T01:26:45.067Z
sensor.te_0904_temperature,25.24,2026-01-20T01:26:45.971Z
sensor.te_0904_temperature,25.23,2026-01-20T01:26:48.228Z
sensor.te_0904_temperature,25.21,2026-01-20T01:26:52.320Z
sensor.te_0904_temperature,25.24,2026-01-20T01:26:54.581Z
sensor.te_0904_temperature,25.25,2026-01-20T01:26:56.351Z
sensor.te_0904_temperature,25.3,2026-01-20T01:27:03.616Z
sensor.te_0904_temperature,25.26,2026-01-20T01:27:05.541Z
sensor.te_0904_temperature,25.28,2026-01-20T01:27:06.377Z
sensor.te_0904_temperature,25.27,2026-01-20T01:27:07.777Z
sensor.te_0904_temperature,25.29,2026-01-20T01:27:08.703Z
sensor.te_0904_temperature,25.32,2026-01-20T01:27:14.137Z
sensor.te_0904_temperature,25.28,2026-01-20T01:27:15.078Z
sensor.te_0904_temperature,25.29,2026-01-20T01:27:15.487Z
sensor.te_0904_temperature,25.31,2026-01-20T01:27:15.881Z
sensor.te_0904_temperature,25.27,2026-01-20T01:27:18.228Z
sensor.te_0904_temperature,25.36,2026-01-20T01:27:22.670Z
sensor.te_0904_temperature,25.43,2026-01-20T01:27:24.591Z
sensor.te_0904_temperature,25.4,2026-01-20T01:27:26.834Z
sensor.te_0904_temperature,25.41,2026-01-20T01:27:27.744Z
sensor.te_0904_temperature,25.38,2026-01-20T01:27:32.762Z
sensor.te_0904_temperature,25.4,2026-01-20T01:27:35.939Z
sensor.te_0904_temperature,25.44,2026-01-20T01:27:37.784Z
sensor.te_0904_temperature,25.41,2026-01-20T01:27:41.363Z
sensor.te_0904_temperature,25.44,2026-01-20T01:27:42.244Z
sensor.te_0904_temperature,25.43,2026-01-20T01:27:43.115Z
sensor.te_0904_temperature,25.47,2026-01-20T01:27:48.737Z
sensor.te_0904_temperature,25.43,2026-01-20T01:27:54.061Z
sensor.te_0904_temperature,25.47,2026-01-20T01:27:56.256Z
sensor.te_0904_temperature,25.52,2026-01-20T01:28:01.736Z
sensor.te_0904_temperature,25.4,2026-01-20T01:28:02.592Z
sensor.te_0904_temperature,25.53,2026-01-20T01:28:03.624Z
sensor.te_0904_temperature,25.52,2026-01-20T01:28:05.756Z
sensor.te_0904_temperature,25.49,2026-01-20T01:28:09.431Z
sensor.te_0904_temperature,25.52,2026-01-20T01:28:10.357Z
sensor.te_0904_temperature,25.57,2026-01-20T01:28:12.536Z
sensor.te_0904_temperature,25.55,2026-01-20T01:28:13.519Z
sensor.te_0904_temperature,25.51,2026-01-20T01:28:14.437Z
sensor.te_0904_temperature,25.49,2026-01-20T01:28:18.876Z
sensor.te_0904_temperature,25.59,2026-01-20T01:28:19.884Z
sensor.te_0904_temperature,25.55,2026-01-20T01:28:20.293Z
sensor.te_0904_temperature,25.65,2026-01-20T01:28:22.494Z
sensor.te_0904_temperature,25.52,2026-01-20T01:28:23.461Z
sensor.te_0904_temperature,25.53,2026-01-20T01:28:24.390Z
sensor.te_0904_temperature,25.54,2026-01-20T01:28:29.824Z
sensor.te_0904_temperature,25.6,2026-01-20T01:28:35.588Z
sensor.te_0904_temperature,25.58,2026-01-20T01:28:36.460Z
sensor.te_0904_temperature,25.61,2026-01-20T01:28:40.076Z
sensor.te_0904_temperature,25.65,2026-01-20T01:28:45.081Z
sensor.te_0904_temperature,25.6,2026-01-20T01:28:46.505Z
sensor.te_0904_temperature,25.65,2026-01-20T01:28:47.424Z
sensor.te_0904_temperature,25.68,2026-01-20T01:28:58.288Z
sensor.te_0904_temperature,25.66,2026-01-20T01:28:59.112Z
sensor.te_0904_temperature,25.7,2026-01-20T01:29:03.294Z
sensor.te_0904_temperature,25.66,2026-01-20T01:29:04.129Z
sensor.te_0904_temperature,25.67,2026-01-20T01:29:07.723Z
sensor.te_0904_temperature,25.7,2026-01-20T01:29:08.725Z
sensor.te_0904_temperature,25.73,2026-01-20T01:29:11.892Z
sensor.te_0904_temperature,25.71,2026-01-20T01:29:13.232Z
sensor.te_0904_temperature,25.72,2026-01-20T01:29:14.059Z
sensor.te_0904_temperature,25.67,2026-01-20T01:29:15.484Z
sensor.te_0904_temperature,25.73,2026-01-20T01:29:21.834Z
sensor.te_0904_temperature,25.74,2026-01-20T01:29:22.748Z
sensor.te_0904_temperature,25.8,2026-01-20T01:29:24.121Z
sensor.te_0904_temperature,25.72,2026-01-20T01:29:28.506Z
sensor.te_0904_temperature,25.77,2026-01-20T01:29:29.493Z
sensor.te_0904_temperature,25.73,2026-01-20T01:29:31.670Z
sensor.te_0904_temperature,25.76,2026-01-20T01:29:32.676Z
sensor.te_0904_temperature,25.8,2026-01-20T01:29:34.124Z
sensor.te_0904_temperature,25.72,2026-01-20T01:29:34.851Z
sensor.te_0904_temperature,25.76,2026-01-20T01:29:35.864Z
sensor.te_0904_temperature,25.81,2026-01-20T01:29:38.020Z
sensor.te_0904_temperature,25.8,2026-01-20T01:29:39.028Z
sensor.te_0904_temperature,25.75,2026-01-20T01:29:42.611Z
sensor.te_0904_temperature,25.7,2026-01-20T01:29:46.652Z
sensor.te_0904_temperature,25.83,2026-01-20T01:29:55.732Z
sensor.te_0904_temperature,25.8,2026-01-20T01:29:57.179Z
sensor.te_0904_temperature,25.75,2026-01-20T01:29:58.080Z
sensor.te_0904_temperature,25.82,2026-01-20T01:30:02.504Z
sensor.te_0904_temperature,25.81,2026-01-20T01:30:03.495Z
sensor.te_0904_temperature,25.83,2026-01-20T01:30:08.011Z
sensor.te_0904_temperature,25.81,2026-01-20T01:30:12.513Z
sensor.te_0904_temperature,25.86,2026-01-20T01:30:13.836Z
sensor.te_0904_temperature,25.81,2026-01-20T01:30:15.685Z
sensor.te_0904_temperature,25.88,2026-01-20T01:30:20.130Z
sensor.te_0904_temperature,25.9,2026-01-20T01:30:21.123Z
sensor.te_0904_temperature,25.82,2026-01-20T01:30:25.613Z
sensor.te_0904_temperature,25.89,2026-01-20T01:30:26.465Z
sensor.te_0904_temperature,25.88,2026-01-20T01:30:31.067Z
sensor.te_0904_temperature,25.91,2026-01-20T01:30:31.975Z
sensor.te_0904_temperature,25.88,2026-01-20T01:30:35.145Z
sensor.te_0904_temperature,25.9,2026-01-20T01:30:37.938Z
sensor.te_0904_temperature,25.91,2026-01-20T01:30:42.330Z
sensor.te_0904_temperature,25.88,2026-01-20T01:30:43.342Z
sensor.te_0904_temperature,25.95,2026-01-20T01:30:44.660Z
sensor.te_0904_temperature,25.92,2026-01-20T01:30:45.504Z
sensor.te_0904_temperature,25.91,2026-01-20T01:30:46.512Z
sensor.te_0904_temperature,25.92,2026-01-20T01:30:53.714Z
sensor.te_0904_temperature,25.95,2026-01-20T01:30:56.024Z
sensor.te_0904_temperature,25.89,2026-01-20T01:31:00.041Z
sensor.te_0904_temperature,25.94,2026-01-20T01:31:01.044Z
sensor.te_0904_temperature,25.97,2026-01-20T01:31:03.726Z
sensor.te_0904_temperature,25.91,2026-01-20T01:31:04.532Z
sensor.te_0904_temperature,25.97,2026-01-20T01:31:06.889Z
sensor.te_0904_temperature,25.94,2026-01-20T01:31:07.718Z
sensor.te_0904_temperature,25.97,2026-01-20T01:31:12.309Z
sensor.te_0904_temperature,25.95,2026-01-20T01:31:16.825Z
sensor.te_0904_temperature,25.94,2026-01-20T01:31:17.751Z
sensor.te_0904_temperature,25.96,2026-01-20T01:31:19.995Z
